,file_name,WasThereText?,IsThereGrey,SentenceWithGrey,IsThereUnpublished,SentenceWithUnpublished,IsThereNonTraditional,IsThereNonTraditionalLIT,GIST,
155,2018.0_A meta-analysis of the use of probiotics to alleviate depressive symptoms.pdf,YES,NO,NA,NO,NA,NO,NO,3,
156,2019.0_A systematic review and meta-analysis of group treatments for adults with symptoms associated with complex post-traumatic stress disorder.pdf,YES,NO,NA,NO,NA,NO,NO,3,
157,2020.0_Does treatment method matter? A meta-analysis of the past 20 years of research on therapeutic interventions for self-harm and suicidal ideation in Â.pdf,NO,NA,NA,NA,NA,NA,NA,3,
158,2021.0_A systematic review and meta-analysis of the relationship between social dominance status and common behavioral phenotypes in male laboratory mice.pdf,NO,NA,NA,NA,NA,NA,NA,3,
159,2020.0_Academic achievement and schizophrenia: a systematic meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
160,2022.0_ÂClinically significant distressÂ in Internet Gaming Disorder: An individual participant meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
161,2021.0_The effectiveness of dynamic geometry software applications in learning mathematics: A meta-analysis study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
162,2020.0_The effect of brain based learning on academic achievement and students' attitude in Turkey: A meta analytical study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
163,2020.0_Is early spatial skills training effective? A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
164,2022.0_Effect of mindfulness meditation on depression during pregnancy: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
165,2023.0_Metacognitive sensitivity and symptoms of mental disorder: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
166,2021.0_Psychosocial outcomes of sport participation for middle-aged and older adults: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
167,2022.0_A meta-analysis of the weight of advice in decision-making.pdf,NO,NA,NA,NA,NA,NA,NA,3,
168,2018.0_The impact of childbirth-related post-traumatic stress on a couple's relationship: a systematic review and meta-synthesis.pdf,YES,YES,"Embase, Maternity and Infant Care, Medline , MITCognet, POPLINE, 
PsycARTICLES, PsycBITE, PsycINFO, Pubmed, and Science Direct . 
Additionally, grey literature, citation, and reference searches were conducted. Papers were eligible for inclusion if they reported qualitative data about parents who had experienced childbirth and measures of PTSD or PTSS and the relationship were taken . Analysis was conducted using meta -ethnography.  
Results : Seven studies were included in the meta -synthesis.  Results showed 
that childbirth -related PTSD or PTSS can have a perceived impact on the 
couple’s relationship and five themes were identified: nega tive emotions; lack ",NO,NA,NO,NO,1,
169,2021.0_Pressure training for performance domains: A meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
170,2021.0_Urban blue spaces and human health: A systematic review and meta-analysis of quantitative studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
171,2018.0_Evaluating the structure of psychopathic personality traits: A meta-analysis of the Psychopathic Personality Inventory..pdf,YES,NO,NA,NO,NA,NO,NO,3,
172,2021.0_Meta-analysis of the effect of yoga practice on physical fitness in the elderly.pdf,NO,NA,NA,NA,NA,NA,NA,3,
173,2021.0_Testing the mastery-avoidance construct in achievement goal theory: A meta-analytic confirmatory factor analysis (MA-CFA) of two achievement goals scales.pdf,NO,NA,NA,NA,NA,NA,NA,3,
174,2022.0_Short-term memory conjunctive binding in Alzheimer's disease: A systematic review and meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
175,2022.0_Internet addiction and its associated factors among African high school and university students: systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
176,2019.0_Â review: Unguided and guided self?help interventions for common mental health disorders in children and adolescents: A systematic review and meta?analysis.pdf,YES,YES,"4		type of self-help could not be investigated. Rickwood and Bradford (2012) conducted a review of self-help only of mild anxiety disorders, the review was not limited to Randomised Controlled Trials (RCTs) and only contained 6 studies. Self-help programmes may also be effective in the treatment of childhood behaviour disorders (Baumel & Faber, in press; Montgomery, Bjornstad & Dennis, 2006; O’Brien & Daley, 2011). Again, these reviews have been specific and/or not restricted to self-help and guided self-help, for example Baumel and Faber (in press) reviewed the impact of technology-assisted parenting programmes for young people with disruptive behaviours.  The specificity of these previous reviews therefore reduces power to investigate potential moderating variables such as the type of self-help (paper versus online) or impact of guidance. Considering the type of self-help (such as computerised or bibliotherapy), has important implications for service development and delivery (e.g. computerised interventions may require provision of computers for those who do not have access at home and may be more expensive to produce in the short term), yet reviews to date have not investigated this as a moderating variable. Furthermore, while it has been assumed that young people prefer modern technology (e.g. Baumel & Faber, in press), it is not yet established whether this is in fact the case.  The specificity of previous reviews additionally reduces the ability to meta-analyse studies comparing self-help against standard face-to-face treatments as very few such studies exist for each mental health disorder in children. Such analysis is important given that the CYP-IAPT model is based on a stepped-care approach and that UK National Institute for Health and Care Excellence (NICE) guidance recommends guided self-help as a first step for intervention in some child mental health disorders (NICE, 2005). Face-to-face treatments differ in their efficacy, for example interventions for anxiety have demonstrated greater effect sizes than interventions for depression (e.g. Spek et al., 2007). Therefore, it may be that self-help is similar in efficacy to some face-to-face interventions but has small effect sizes when compared to no treatment (and therefore may not be a preferred option for commissioners) and conversely, there may be self-help treatments that do not compare favourably to face-to-face treatments but nevertheless are efficacious in comparison to no treatment and therefore suitable to be used in a stepped-care approach. Knowledge of patient characteristics that affect efficacy, including whether they meet diagnostic criteria, would then support decisions regarding which patients are entered into which ‘step’ in such a care pathway.  Self-help in children and adolescents: A meta-analysis   
5		Adult reviews have increased power through combining studies of interventions for anxiety and depression (e.g. Cuijpers, Donker, Van Straten, Li & Andersson, 2010) due to high rates of comorbidity between the conditions (Andrews, Slade & Issakidis, 2002) as well as the presence of transdiagnostic interventions designed to treat both anxiety and depression (e.g. Andrews, Cuijpers, Craske, McEvoy & Titov, 2010). Similarly, children and young people tend to have multiple comorbidities, with 40% having more than one diagnosis (Merikangas et al., 2010) and high rates of comorbidity amongst the most common childhood mental health disorders (anxiety, depression and disruptive behaviour disorders). There are child interventions designed to treat comorbid mood and conduct problems (e.g. the Modular Approach to Therapy for Children with Anxiety, Depression, Trauma, or Conduct Problems - MATCH-ADTC; Chorpita & Weisz, 2009) and some child studies have investigated the impact on behaviour interventions on mood and vice versa (e.g. Baker, Sanders, Turner & Morawska, 2017). However, no child reviews to date have combined interventions for anxiety, depression and disruptive behaviour disorders.  This review therefore combines interventions for anxiety, depression and disruptive behaviour in order to investigate possible moderating variables.  An understanding of important moderating variables and user satisfaction of interventions may support the development of guidance regarding self-help programmes for children and young people. In particular, it could support services to decide which of the very many self-help interventions to recommend as they roll out self-help as part of stepped-care.    Objectives The main aim of this review is to systematically assess the evidence-base for the use of unguided self-help and guided self-help for children and young people with symptoms of common mental health disorders (symptoms of anxiety, depression and/or disruptive behaviour). Within this, the objectives are to: 1) Evaluate the efficacy of unguided self-help and guided self-help interventions for symptoms of common mental health disorders in children and adolescents.  2) Compare the effectiveness of unguided self-help and guided self-help interventions to standard face-to face interventions for common mental health disorders in children. 3) Evaluate whether the presence and/or type of guidance given is associated with outcome. Self-help in children and adolescents: A meta-analysis   
6		4) Determine whether type and severity of mental health disorder is associated with outcome. 5) Assess treatment acceptability of unguided and guided self-help for children and young people.  Methods Identification and selection of studies  Search methods Two reviewers independently conducted searches and assessed them for inclusion. Disagreements were resolved through discussion with a third reviewer.  Databases EMBASE, MEDLINE, PsycINFO, CINAHL and the Cochrane Central Register of Controlled Trials databases were searched from inception to 11th February 2018. In addition, grey literature searches were conducted through searching the PsycExtra and WorldCat Theses and Dissertations databases. We also searched for trial registrations through clinicaltrials.gov and WHO International Clinical Trials Registry Platform. Citation searches and searches of reference lists of identified papers were also completed. Reference lists of previous reviews were also examined. Additional literature was sought through personal contact with researchers in the area. No restrictions were placed on publication date or language.  Inclusion Criteria Study type To minimise bias, only RCTs were included in the search.  Participants Children up to the age of 18 years, with no lower age limit. Studies with mixed samples including young adults to 25 years old were included, provided the mean age of the sample was under 18 years old.  It was acceptable for the intervention to be undertaken primarily with parents, provided that child outcomes were reported. Children must have had impairing psychiatric symptoms, of depression, anxiety and/or disruptive behaviour, assessed through a measure of symptoms such Self-help in children and adolescents: A meta-analysis   
7		as the Strengths and Difficulties Questionnaire (Goodman, 1997), a diagnostic instrument, such as the Anxiety Disorders Interview Schedule – Child/Parent (Silverman & Albano, 1996) or self/parent reported difficulties.  Interventions Self-help interventions, including bibliotherapy and computerised therapy were included. Guided self-help interventions were included in the review, provided that the main aim of the intervention was ‘self-help’ and that the guidance was restricted to supporting children and/or parents through the programme rather than teaching new materials. Studies that evaluated interventions in which the guided self-help was a part of the intervention (blended treatments with face-to-face psychotherapy and some guided self-help elements) were excluded.  Comparators Trials with any control group (waiting list, treatment as usual, placebo/attention control or other) were included, as well as with another psychological treatment. Studies which reported insufficient data for the effect size to be calculated were excluded.  Outcome Measures Outcome measures were any measure related to mental health, such as standardised measures for depression, anxiety, or disruptive behaviour, or diagnostic interviews. The measure had to relate to the mental health of the child and not the parent/carer, although parent-reports of child health/behaviour were acceptable. Qualitative results from measures of treatment acceptability were also extracted where available.   Search terms Search terms including MeSH terms were divided into three main areas: self-help, intervention, and mental health disorder, and the areas combined with the AND operator. See Appendix A for full list of search terms. Searches were developed and conducted in collaboration with a librarian (GM).   Data extraction and management Data extraction was completed independently by two raters for each paper and disagreements were resolved by discussion with a third reviewer. Data were extracted on a range of Self-help in children and adolescents: A meta-analysis   
8		variables: participant characteristics, intervention characteristics and study design characteristics, using a pre-designed data extraction form. Study design Data were extracted regarding the comparator (face-to-face, attention, waiting list, treatment as usual, medication) and the target condition (anxiety, depression, disruptive behaviour, or mixed). Length of follow-up (where present) was also determined. We also categorised studies reporting Intention to Treat (ITT) versus those which did not (yes/no).  Participant characteristics Studies were categorised into child (all participants 13 years old or younger), adolescent (participants all older than 13 years old) or mixed studies. Data on mean age and percentage of males were also extracted, in addition to whether participants met diagnostic criteria for the primary mental health disorder using a validated diagnostic measure (yes/no).  Intervention characteristics We extracted data regarding: whether the intervention was unguided or guided self-help (guidance yes/no) and how the self-help was delivered (written materials/computer/mixed/other).  Assessment of risk of bias in included studies Risk of bias was assessed using the Cochrane Risk of Bias Tool (Higgins et al., 2011). 10% of studies were rated by a second independent rater. Disagreements were resolved through discussion with a third independent reviewer. This tool assesses selection bias (including random sequence generation and allocation concealment), blinding of participants and personnel, blinding of outcome assessment (considered at the individual outcome measure level), attrition bias/incomplete outcome data and selective reporting. Regarding blinding of outcome measures, self-report measures were considered at low risk of bias for the purposes of this review. Regarding selective reporting, studies were considered to be at low risk only if there was a study registration or published protocol and the outcomes in the paper matched those pre-specified. We examined the relationship between risk of bias and the effect size by performing meta-regression techniques. In these analyses, the total bias score was entered as the dependent variable. We compared the effect sizes of studies rated as low-risk of bias (all domains evaluated as being at low risk of bias) compared to studies with some risk of bias (one or more domains evaluated as being at unclear or high risk of bias).  Self-help in children and adolescents: A meta-analysis   
9		 Meta-analysis Measurement of treatment effect Separate analyses were conducted for studies using control groups and those comparing against face-to-face interventions. Many studies failed to specify a primary outcome measure and therefore multiple measures were used for several studies. This is particularly the case for behaviour interventions. Only measures that directly related to child outcomes were included, however; measures of parenting practices or parenting self-efficacy were not assessed.  In cases in which multiple measures were reported, no one measure was prioritised. Instead, we combined the results of all measures.  We calculated Hedges’ g for each study outcome, which is the standardised mean difference adjusting for small sample sizes. We used the endpoint score only. Where two or more measures were used per outcome (e.g. depression), the pooled effect sizes were calculated in order to include only one effect size per study in the analysis. Only measures relating to the primary outcome of the disorder were used to generate mean effect sizes (e.g. only measures of depressive symptomatology for a study of a depression intervention). To calculate pooled mean effect sizes, we used Comprehensive Meta-Analysis (CMA) software Version 3 (Biostat, Inc.). A random-effects pooling model was used in all analyses. We transformed standardised mean differences into the Number Needed to Treat (NNT; the number of patients that must be treated to generate one additional positive outcome) using the Kraemer and Kupfer (2006) formula.  We conducted a series of subgroup analyses, according to the mixed effects model. In this model, studies within subgroups are pooled with the random-effects model, whilst tests for significant differences between subgroups are conducted with the fixed-effects model (Borenstein, Hedges, Higgins & Rothstein, 2009). For continuous variables, we used random effects method of moments meta-regression analyses to test whether a significant relationship existed between the continuous variable and the effect size, as indicated by a Z value and associated p-values.  We aimed to analyse the following subgroups: • Different diagnoses (anxiety, depression and disruptive behaviour). • Different types of self-help (bibliotherapy versus computerised). • Different amounts of guidance (i.e. self-help versus guided self-help). Self-help in children and adolescents: A meta-analysis   ",NO,NA,NO,NO,1,
