Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"S Basu, B Banerjee","Potential of binaural beats intervention for improving memory and attention: insights from meta-analysis and systematic review",2023,"Psychological Research","Springer","https://link.springer.com/article/10.1007/s00426-022-01706-7","https://scholar.google.com/scholar?cites=16283785252657273995&as_sdt=2005&sciodt=0,5&hl=en",849,"2023-07-31 18:46:22","","10.1007/s00426-022-01706-7","","",,,,,5,5.00,3,2,1,"… Thus, we conducted meta-analysis to examine the effect of BB intervention on memory and attention, respectively, in the current paper. We further performed a systematic review on the …","https://www.researchgate.net/profile/Sandhya-Basu-2/publication/362054258_Potential_of_binaural_beats_intervention_for_improving_memory_and_attention_insights_from_meta-analysis_and_systematic_review/links/62d811ec492b5a42c7c38910/Potential-of-binaural-beats-intervention-for-improving-memory-and-attention-insights-from-meta-analysis-and-systematic-review.pdf","https://scholar.google.com/scholar?q=related:i5xhf2mg--EJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
5,"A Arntz, K Mensink, WR Cox, REJ Verhoef…","Dropout from psychological treatment for borderline personality disorder: a multilevel survival meta-analysis",2023,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/dropout-from-psychological-treatment-for-borderline-personality-disorder-a-multilevel-survival-metaanalysis/2CFB4043D829F405D0CBEF2C2037827B","https://scholar.google.com/scholar?cites=11359677480792467251&as_sdt=2005&sciodt=0,5&hl=en",866,"2023-07-31 18:46:22","","","","",,,,,5,5.00,1,5,1,"… The aim of the present meta-analysis was therefore to study dropout from psychological treatments for BPD, taking into account as much data as possible, including data from non-RCTs…","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2CFB4043D829F405D0CBEF2C2037827B/S0033291722003634a.pdf/div-class-title-dropout-from-psychological-treatment-for-borderline-personality-disorder-a-multilevel-survival-meta-analysis-div.pdf","https://scholar.google.com/scholar?q=related:M6ejjXuupZ0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
10,"JM Haaf, JN Rouder","Does every study? Implementing ordinal constraint in meta-analysis.",2023,"Psychological Methods","psycnet.apa.org","https://psycnet.apa.org/journals/met/28/2/472/","https://scholar.google.com/scholar?cites=18059723379469830799&as_sdt=2005&sciodt=0,5&hl=en",875,"2023-07-31 18:46:22","","","","",,,,,10,10.00,5,2,1,"… start out similar to common meta-analysis. Models are placed on the collection of study effects much like in what is often called random-effects meta-analysis. For the following models, …","https://psyarxiv.com/hf9se/download?format=pdf","https://scholar.google.com/scholar?q=related:j8odp7oGofoJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
3,"RA Pfund, SA King, DP Forman, JM Zech…","… of cognitive behavioral techniques for gambling on recovery defined by gambling, psychological functioning, and quality of life: A systematic review and meta-analysis …",2023,"Psychology of …","psycnet.apa.org","https://psycnet.apa.org/record/2023-48432-001","https://scholar.google.com/scholar?cites=11568915922034301071&as_sdt=2005&sciodt=0,5&hl=en",887,"2023-07-31 18:46:22","","","","",,,,,3,3.00,1,5,1,"… The most recent meta-analysis indicated that CB techniques targeting gambling significantly … Results of the present systematic review and meta-analysis can increase understanding …","","https://scholar.google.com/scholar?q=related:jxg3gbwLjaAJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
8,"FM Sirois, J Owens","A meta-analysis of loneliness and use of primary health care",2023,"Health psychology review","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2021.1986417","https://scholar.google.com/scholar?cites=7018509820142337544&as_sdt=2005&sciodt=0,5&hl=en",888,"2023-07-31 18:46:22","","10.1080/17437199.2021.1986417","","",,,,,8,8.00,4,2,1,"… For the purpose of this meta-analysis we included measures of both loneliness and social … from 25 studies) for retention in the meta-analysis (See Figure 1 for PRISMA diagram). …","https://www.tandfonline.com/doi/pdf/10.1080/17437199.2021.1986417","https://scholar.google.com/scholar?q=related:CL4s6n7BZmEJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
7,"M Picó-Pérez, MA Fullana, A Albajes-Eizagirre…","Neural predictors of cognitive-behavior therapy outcome in anxiety-related disorders: a meta-analysis of task-based fMRI studies",2023,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/neural-predictors-of-cognitivebehavior-therapy-outcome-in-anxietyrelated-disorders-a-metaanalysis-of-taskbased-fmri-studies/74FAC19B2FC57FADC8E44EF73B0DFC7A","https://scholar.google.com/scholar?cites=3351982388888049042&as_sdt=2005&sciodt=0,5&hl=en",893,"2023-07-31 18:46:22","","","","",,,,,7,7.00,2,4,1,"… This meta-analysis included 11 whole-brain task-based fMRI … Moreover, this meta-analysis relied exclusively on peak … Likewise, this meta-analysis included studies of diverse treatment …","https://www.doctortic.net/CBCN2023/2023_Fullana_2022.pdf","https://scholar.google.com/scholar?q=related:kpUJHzmihC4J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
1,"VT Cole, LS Richmond-Rakerd, LF Bierce…","Peer connectedness and substance use in adolescence: A systematic review and meta-analysis.",2023,"Psychology of …","psycnet.apa.org","https://psycnet.apa.org/record/2023-57531-001","https://scholar.google.com/scholar?cites=17103891129052191396&as_sdt=2005&sciodt=0,5&hl=en",895,"2023-07-31 18:46:22","","","","",,,,,1,1.00,0,4,1,"… The current systematic review and meta-analysis evaluate the state of the literature assessing the link between peer connectedness and substance use in adolescence. This systematic …","","https://scholar.google.com/scholar?q=related:pFockFw6Xe0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
1,"SS Merkouris, SN Rodda, SR Aarsman…","Effective behaviour change techniques for family and close friends: A systematic review and meta-analysis across the addictions",2023,"Clinical Psychology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735823000090","https://scholar.google.com/scholar?cites=12265292203908328213&as_sdt=2005&sciodt=0,5&hl=en",901,"2023-07-31 18:46:22","","","","",,,,,1,1.00,0,4,1,"… First, despite the inclusion of 32 studies in the current review, 25 of which provided sufficient data for inclusion in the meta-analysis, there were several meta-analyses that could not be …","https://openrepository.aut.ac.nz/bitstreams/55242f18-b87c-4c4a-8cfa-413b837aaa9c/download","https://scholar.google.com/scholar?q=related:FetScEYSN6oJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
2,"J Li, C Xu, K Wan, Y Liu, L Liu","Mindfulness-based interventions to reduce anxiety among Chinese college students: A systematic review and meta-analysis",2023,"Frontiers in Psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2022.1031398/full","https://scholar.google.com/scholar?cites=10103033224871823264&as_sdt=2005&sciodt=0,5&hl=en",904,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2022.1031398","","",,,,,2,2.00,0,5,1,"… Using a meta-analysis method, this study examined the effects of mindfulness-based … and were included in the meta-analysis. The meta-analysis revealed that mindfulness-based …","https://www.frontiersin.org/articles/10.3389/fpsyg.2022.1031398/full","https://scholar.google.com/scholar?q=related:oEd0mjAvNYwJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
8,"L Sharpe, M Michalowski, B Richmond…","Fear of progression in chronic illnesses other than cancer: a systematic review and meta-analysis of a transdiagnostic construct",2023,"Health Psychology …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2022.2039744","https://scholar.google.com/scholar?cites=17693332708412448731&as_sdt=2005&sciodt=0,5&hl=en",907,"2023-07-31 18:46:22","","10.1080/17437199.2022.2039744","","",,,,,8,8.00,2,4,1,"… for Systematic Reviews and Meta-Analysis (PRISMA) … meta-analysis. However, data was unable to be retrieved for 11 studies, which left 12 articles to be included in the meta-analysis…","","https://scholar.google.com/scholar?q=related:21-54VpYi_UJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
2,"M Salazar Kämpf, L Adam, MK Rohr…","A Meta-Analysis of the Relationship Between Emotion Regulation and Social Affect and Cognition",2023,"… Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/21677026221149953","https://scholar.google.com/scholar?cites=3668039533690143762&as_sdt=2005&sciodt=0,5&hl=en",937,"2023-07-31 18:46:22","","10.1177/21677026221149953","","",,,,,2,2.00,1,4,1,"… Fourth, the study had to be a unique sample that was not previously included in the current meta-analysis. If a data set was used more than once, we coded all of the data from the first …","https://journals.sagepub.com/doi/pdf/10.1177/21677026221149953","https://scholar.google.com/scholar?q=related:EsSwk4V-5zIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
8,"A Chircop Coleiro, M Creaner…","The good, the bad, and the less than ideal in clinical supervision: a qualitative meta-analysis of supervisee experiences",2023,"Counselling Psychology …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09515070.2021.2023098","https://scholar.google.com/scholar?cites=12626432266121987705&as_sdt=2005&sciodt=0,5&hl=en",950,"2023-07-31 18:46:22","","10.1080/09515070.2021.2023098","","",,,,,8,8.00,3,3,1,"… meta-analysis may be represented more in our final account. Additionally, given the variation in sample sizes in the primary studies, the impact of the smaller samples may be conflated …","","https://scholar.google.com/scholar?q=related:eUa7kj8ZOq8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
0,"N von Allmen, A Hirschi, A Burmeister…","The effectiveness of work–nonwork interventions: A theoretical synthesis and meta-analysis.",2023,"… of Applied Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2023-79121-001","",953,"2023-07-31 18:46:22","","","","",,,,,0,0.00,0,4,1,"… For the meta-analysis, we had to exclude an additional 19 articles (rationale is detailed in … We meta-analytically computed effects sizes for outcomes with at least three studies and …","","https://scholar.google.com/scholar?q=related:jFiZRLM5FSkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
2,"M Llorente-Alonso, C García-Ael, G Topa","A meta-analysis of psychological empowerment: Antecedents, organizational outcomes, and moderating variables",2023,"Current Psychology","Springer","https://link.springer.com/article/10.1007/s12144-023-04369-8","https://scholar.google.com/scholar?cites=8150597820810474176&as_sdt=2005&sciodt=0,5&hl=en",961,"2023-07-31 18:46:22","HTML","10.1007/s12144-023-04369-8","","",,,,,2,2.00,1,3,1,"… finding not reported in other meta-analyses. The present meta-analysis may help encourage … The categories and primary variables included in the present meta-analysis are outlined in …","https://link.springer.com/article/10.1007/s12144-023-04369-8","https://scholar.google.com/scholar?q=related:wDJ7yIi9HHEJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
1,"F Vasilopoulos, H Jeffrey, Y Wu…","Multi-level meta-analysis of physical activity interventions during childhood: Effects of physical activity on cognition and academic achievement",2023,"Educational Psychology …","Springer","https://link.springer.com/article/10.1007/s10648-023-09760-2","https://scholar.google.com/scholar?cites=7229299942430517677&as_sdt=2005&sciodt=0,5&hl=en",990,"2023-07-31 18:46:22","HTML","10.1007/s10648-023-09760-2","","",,,,,1,1.00,0,4,1,"… Only one previous meta-analysis investigating PA programmes has included creativity and … However, some studies that were included in this meta-analysis were not representative of …","https://link.springer.com/article/10.1007/s10648-023-09760-2","https://scholar.google.com/scholar?q=related:ralSw_6hU2QJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
55,"MS Hagger, MWL Cheung, I Ajzen…","Perceived behavioral control moderating effects in the theory of planned behavior: A meta-analysis.",2022,"Health Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2022-30402-001","https://scholar.google.com/scholar?cites=8477651939455038907&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-07-31 18:46:22","","","","",,,,,55,55.00,14,4,1,"… ) using random effects meta-analysis. The matrices included … intention before pooling using meta-analysis. These terms … by conducting a within-sample meta-analysis of effects with a …","https://jyx.jyu.fi/bitstream/handle/123456789/83588/Hagger888164-Accepted.pdf?sequence=1","https://scholar.google.com/scholar?q=related:u3WevIWrpnUJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
59,"W Bleidorn, T Schwaba, A Zheng…","Personality stability and change: A meta-analysis of longitudinal studies.",2022,"Psychological …","psycnet.apa.org","https://psycnet.apa.org/record/2022-79844-001?doi=1","https://scholar.google.com/scholar?cites=17623201898032319829&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-07-31 18:46:22","","","","",,,,,59,59.00,15,4,1,"… Finally, prior meta-analyses could not take advantage of recent advances in meta-analytic techniques that leverage information from all of the studies contained in the meta-analysis as …","https://psyarxiv.com/eq5d6/download?format=pdf","https://scholar.google.com/scholar?q=related:Vc00KcEwkvQJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
95,"SF Acuff, JC Strickland, JA Tucker…","Changes in alcohol use during COVID-19 and associations with contextual and individual difference variables: A systematic review and meta-analysis.",2022,"Psychology of Addictive …","psycnet.apa.org","https://psycnet.apa.org/journals/adb/36/1/1/","https://scholar.google.com/scholar?cites=6151852711609443641&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-07-31 18:46:22","","","","",,,,,95,95.00,24,4,1,"… Four sets of moderator variables were included in the meta-analyses: (a) age and sex/gender … Cohen’s dmeta-analysis also reported whether studies with college samples had different …","","https://scholar.google.com/scholar?q=related:OSUBgnLFX1UJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
